covariate_id,covariate_name,covariate_analysis_id,analysis_id,database_id
433486212,condition_era group during day -30 through 0 days relative to index: Acute inflammation of orbit,212,2,cdm_premier_covid_v1240
433495212,"condition_era group during day -30 through 0 days relative to index: Conductive hearing loss, bilateral",212,2,cdm_premier_covid_v1240
433515212,condition_era group during day -30 through 0 days relative to index: Chronic gastrojejunal ulcer with hemorrhage,212,2,cdm_premier_covid_v1240
433516212,condition_era group during day -30 through 0 days relative to index: Duodenitis,212,2,cdm_premier_covid_v1240
433536212,condition_era group during day -30 through 0 days relative to index: Severe pre-eclampsia,212,2,cdm_premier_covid_v1240
433542212,condition_era group during day -30 through 0 days relative to index: Precipitate labor,212,2,cdm_premier_covid_v1240
433577212,condition_era group during day -30 through 0 days relative to index: Hammer toe,212,2,cdm_premier_covid_v1240
4060621212,condition_era group during day -30 through 0 days relative to index: Hereditary coagulation factor deficiency,212,2,cdm_premier_covid_v1240
4053008212,condition_era group during day -30 through 0 days relative to index: Chronic pericarditis,212,2,cdm_premier_covid_v1240
4057432212,condition_era group during day -30 through 0 days relative to index: Mediastinal emphysema,212,2,cdm_premier_covid_v1240
4057513212,condition_era group during day -30 through 0 days relative to index: Chronic superficial gastritis,212,2,cdm_premier_covid_v1240
4057524212,condition_era group during day -30 through 0 days relative to index: Acute appendicitis with peritonitis,212,2,cdm_premier_covid_v1240
4058821212,condition_era group during day -30 through 0 days relative to index: Primary sclerosing cholangitis,212,2,cdm_premier_covid_v1240
4058840212,"condition_era group during day -30 through 0 days relative to index: Nephrotic syndrome, focal and segmental glomerular lesions",212,2,cdm_premier_covid_v1240
42594406212,condition_era group during day -30 through 0 days relative to index: Hemorrhagic gastritis,212,2,cdm_premier_covid_v1240
42596390212,condition_era group during day -30 through 0 days relative to index: Necrosis of skeletal muscle,212,2,cdm_premier_covid_v1240
36713503212,condition_era group during day -30 through 0 days relative to index: Peptic anastomotic ulcer,212,2,cdm_premier_covid_v1240
36713504212,condition_era group during day -30 through 0 days relative to index: Vascular disorder of the stomach,212,2,cdm_premier_covid_v1240
43530652212,condition_era group during day -30 through 0 days relative to index: Chronic intractable migraine without aura,212,2,cdm_premier_covid_v1240
43530656212,condition_era group during day -30 through 0 days relative to index: Nonproliferative retinopathy due to type 2 diabetes mellitus,212,2,cdm_premier_covid_v1240
43530666212,condition_era group during day -30 through 0 days relative to index: Dementia with behavioral disturbance,212,2,cdm_premier_covid_v1240
43530674212,condition_era group during day -30 through 0 days relative to index: Spontaneous cerebellar hemorrhage,212,2,cdm_premier_covid_v1240
43530695212,condition_era group during day -30 through 0 days relative to index: Group B Streptococcus carrier,212,2,cdm_premier_covid_v1240
43530702212,condition_era group during day -30 through 0 days relative to index: Monoplegia of leg dominant side as sequela of cerebrovascular disease,212,2,cdm_premier_covid_v1240
43530714212,condition_era group during day -30 through 0 days relative to index: Sensory disorder of smell and/or taste,212,2,cdm_premier_covid_v1240
43530718212,condition_era group during day -30 through 0 days relative to index: Complete paraplegia,212,2,cdm_premier_covid_v1240
43530727212,condition_era group during day -30 through 0 days relative to index: Spontaneous cerebral hemorrhage,212,2,cdm_premier_covid_v1240
43530741212,condition_era group during day -30 through 0 days relative to index: Cystic malformation of posterior fossa,212,2,cdm_premier_covid_v1240
43530742212,condition_era group during day -30 through 0 days relative to index: Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,212,2,cdm_premier_covid_v1240
43530744212,condition_era group during day -30 through 0 days relative to index: Weakness of face muscles as sequela of stroke,212,2,cdm_premier_covid_v1240
37311337212,condition_era group during day -30 through 0 days relative to index: Mass of nipple of breast,212,2,cdm_premier_covid_v1240
37311338212,condition_era group during day -30 through 0 days relative to index: Lump of upper outer quadrant of breast,212,2,cdm_premier_covid_v1240
37311339212,condition_era group during day -30 through 0 days relative to index: Lump of lower outer quadrant of breast,212,2,cdm_premier_covid_v1240
37311340212,condition_era group during day -30 through 0 days relative to index: Lump of lower inner quadrant of breast,212,2,cdm_premier_covid_v1240
37311673212,condition_era group during day -30 through 0 days relative to index: Hyperglycemia due to diabetes mellitus,212,2,cdm_premier_covid_v1240
37311520212,condition_era group during day -30 through 0 days relative to index: Tendinitis of shoulder region,212,2,cdm_premier_covid_v1240
43020663212,condition_era group during day -30 through 0 days relative to index: Tortuosity of branch of aortic arch,212,2,cdm_premier_covid_v1240
43020664212,condition_era group during day -30 through 0 days relative to index: Congenital tortuosity of branch of aortic arch,212,2,cdm_premier_covid_v1240
43021974212,condition_era group during day -30 through 0 days relative to index: Complication associated with device,212,2,cdm_premier_covid_v1240
43021977212,condition_era group during day -30 through 0 days relative to index: Complication associated with cardiac implant,212,2,cdm_premier_covid_v1240
43022016212,condition_era group during day -30 through 0 days relative to index: Displacement of internal fixation device,212,2,cdm_premier_covid_v1240
43022062212,condition_era group during day -30 through 0 days relative to index: Cardiovascular system complication of procedure,212,2,cdm_premier_covid_v1240
43022069212,condition_era group during day -30 through 0 days relative to index: Primary central sleep apnea,212,2,cdm_premier_covid_v1240
45770881212,condition_era group during day -30 through 0 days relative to index: Moderate nonproliferative retinopathy due to type 2 diabetes mellitus,212,2,cdm_premier_covid_v1240
45770891212,condition_era group during day -30 through 0 days relative to index: Allergic contact dermatitis caused by plant material,212,2,cdm_premier_covid_v1240
45770892212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of uterus,212,2,cdm_premier_covid_v1240
45770893212,condition_era group during day -30 through 0 days relative to index: Preterm premature rupture of membranes with onset of labor within 24 hours of rupture,212,2,cdm_premier_covid_v1240
45770902212,condition_era group during day -30 through 0 days relative to index: Ulcer of lower limb due to type 1 diabetes mellitus,212,2,cdm_premier_covid_v1240
45770906212,condition_era group during day -30 through 0 days relative to index: Chronic proliferative glomerulonephritis,212,2,cdm_premier_covid_v1240
45771408212,condition_era group during day -30 through 0 days relative to index: Closed fracture of phalanx of ring finger,212,2,cdm_premier_covid_v1240
45772881212,condition_era group during day -30 through 0 days relative to index: Complication of health care,212,2,cdm_premier_covid_v1240
45768449212,condition_era group during day -30 through 0 days relative to index: Hypertensive crisis,212,2,cdm_premier_covid_v1240
45768450212,condition_era group during day -30 through 0 days relative to index: Pain due to varicose veins of lower extremity,212,2,cdm_premier_covid_v1240
45757294212,condition_era group during day -30 through 0 days relative to index: Open fracture of naso orbital ethmoid,212,2,cdm_premier_covid_v1240
45757303212,condition_era group during day -30 through 0 days relative to index: Closed fracture of first thoracic vertebra,212,2,cdm_premier_covid_v1240
45757304212,condition_era group during day -30 through 0 days relative to index: Closed fracture of second thoracic vertebra,212,2,cdm_premier_covid_v1240
45757305212,condition_era group during day -30 through 0 days relative to index: Closed fracture of third thoracic vertebra,212,2,cdm_premier_covid_v1240
45757306212,condition_era group during day -30 through 0 days relative to index: Closed fracture of fourth thoracic vertebra,212,2,cdm_premier_covid_v1240
45757307212,condition_era group during day -30 through 0 days relative to index: Closed fracture of second lumbar vertebra,212,2,cdm_premier_covid_v1240
45757308212,condition_era group during day -30 through 0 days relative to index: Closed fracture of third lumbar vertebra,212,2,cdm_premier_covid_v1240
45757309212,condition_era group during day -30 through 0 days relative to index: Closed fracture of fourth lumbar vertebra,212,2,cdm_premier_covid_v1240
45757320212,condition_era group during day -30 through 0 days relative to index: Pathological fracture of vertebra due to osteoporosis,212,2,cdm_premier_covid_v1240
45757331212,condition_era group during day -30 through 0 days relative to index: Closed fracture of occipital bone,212,2,cdm_premier_covid_v1240
765883212,condition_era group during day -30 through 0 days relative to index: Somatic dysfunction of trunk region,212,2,cdm_premier_covid_v1240
765884212,condition_era group during day -30 through 0 days relative to index: Pressure ulcer of foot,212,2,cdm_premier_covid_v1240
42539502212,condition_era group during day -30 through 0 days relative to index: Transplanted kidney present,212,2,cdm_premier_covid_v1240
42534979212,condition_era group during day -30 through 0 days relative to index: Bursa disorder of left shoulder region,212,2,cdm_premier_covid_v1240
42534980212,condition_era group during day -30 through 0 days relative to index: Bursa disorder of right shoulder region,212,2,cdm_premier_covid_v1240
37204616212,condition_era group during day -30 through 0 days relative to index: Osteitis of pelvis,212,2,cdm_premier_covid_v1240
37204824212,condition_era group during day -30 through 0 days relative to index: Fibromuscular dysplasia of wall of artery,212,2,cdm_premier_covid_v1240
45772065212,condition_era group during day -30 through 0 days relative to index: Closed fracture of first lumbar vertebra,212,2,cdm_premier_covid_v1240
45772074212,condition_era group during day -30 through 0 days relative to index: Obstructed labor due to incomplete rotation of fetal head,212,2,cdm_premier_covid_v1240
45772076212,condition_era group during day -30 through 0 days relative to index: Premature rupture of membranes in full term pregnancy with onset of labor more than 24 hours after rupture,212,2,cdm_premier_covid_v1240
45772083212,condition_era group during day -30 through 0 days relative to index: Acquired anomaly of mouth,212,2,cdm_premier_covid_v1240
45772085212,condition_era group during day -30 through 0 days relative to index: Anal abscess,212,2,cdm_premier_covid_v1240
45772094212,condition_era group during day -30 through 0 days relative to index: Human metapneumovirus infection,212,2,cdm_premier_covid_v1240
761158212,condition_era group during day -30 through 0 days relative to index: Pain in bilateral legs,212,2,cdm_premier_covid_v1240
4169402212,condition_era group during day -30 through 0 days relative to index: Burn of male genitalia,212,2,cdm_premier_covid_v1240
4167984212,condition_era group during day -30 through 0 days relative to index: Bacterial arthritis,212,2,cdm_premier_covid_v1240
4190345212,condition_era group during day -30 through 0 days relative to index: Closed fracture involving joint,212,2,cdm_premier_covid_v1240
4048489212,condition_era group during day -30 through 0 days relative to index: Recurrent acute sinusitis,212,2,cdm_premier_covid_v1240
4048512212,condition_era group during day -30 through 0 days relative to index: Sprain of upper extremity,212,2,cdm_premier_covid_v1240
4049957212,condition_era group during day -30 through 0 days relative to index: Open wound of face,212,2,cdm_premier_covid_v1240
4049960212,condition_era group during day -30 through 0 days relative to index: Open wound of lip,212,2,cdm_premier_covid_v1240
4049964212,condition_era group during day -30 through 0 days relative to index: Acute bacterial bronchitis,212,2,cdm_premier_covid_v1240
4049965212,condition_era group during day -30 through 0 days relative to index: Fungal pneumonia,212,2,cdm_premier_covid_v1240
4049971212,condition_era group during day -30 through 0 days relative to index: Asbestos-induced pleural plaque,212,2,cdm_premier_covid_v1240
4049972212,condition_era group during day -30 through 0 days relative to index: Mucociliary clearance defect,212,2,cdm_premier_covid_v1240
434910212,condition_era group during day -30 through 0 days relative to index: Monocytosis,212,2,cdm_premier_covid_v1240
434911212,"condition_era group during day -30 through 0 days relative to index: Recurrent major depressive episodes, severe, with psychosis",212,2,cdm_premier_covid_v1240
434920212,condition_era group during day -30 through 0 days relative to index: Hypochondriasis,212,2,cdm_premier_covid_v1240
434921212,condition_era group during day -30 through 0 days relative to index: Hallucinogen dependence in remission,212,2,cdm_premier_covid_v1240
434926212,condition_era group during day -30 through 0 days relative to index: Iridocyclitis,212,2,cdm_premier_covid_v1240
434928212,condition_era group during day -30 through 0 days relative to index: Glaucoma due to iris anomaly,212,2,cdm_premier_covid_v1240
434944212,condition_era group during day -30 through 0 days relative to index: Scleritis,212,2,cdm_premier_covid_v1240
433595212,condition_era group during day -30 through 0 days relative to index: Edema,212,2,cdm_premier_covid_v1240
433967212,condition_era group during day -30 through 0 days relative to index: Spirochetal infection,212,2,cdm_premier_covid_v1240
433968212,condition_era group during day -30 through 0 days relative to index: Candidiasis,212,2,cdm_premier_covid_v1240
433976212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of temporal lobe,212,2,cdm_premier_covid_v1240
434449212,condition_era group during day -30 through 0 days relative to index: Degeneration of thoracolumbar intervertebral disc,212,2,cdm_premier_covid_v1240
433612212,condition_era group during day -30 through 0 days relative to index: Closed fracture of upper end of fibula,212,2,cdm_premier_covid_v1240
4088051212,condition_era group during day -30 through 0 days relative to index: Closed fracture of phalanx of finger,212,2,cdm_premier_covid_v1240
4176099212,condition_era group during day -30 through 0 days relative to index: Tricuspid valve stenosis,212,2,cdm_premier_covid_v1240
4128492212,condition_era group during day -30 through 0 days relative to index: Lesion of breast,212,2,cdm_premier_covid_v1240
4127066212,condition_era group during day -30 through 0 days relative to index: Pain of uterus,212,2,cdm_premier_covid_v1240
4127089212,condition_era group during day -30 through 0 days relative to index: Coronary artery spasm,212,2,cdm_premier_covid_v1240
4029420212,condition_era group during day -30 through 0 days relative to index: Severe hyperglycemia due to diabetes mellitus,212,2,cdm_premier_covid_v1240
4029423212,condition_era group during day -30 through 0 days relative to index: Hypoglycemia due to diabetes mellitus,212,2,cdm_premier_covid_v1240
4029424212,condition_era group during day -30 through 0 days relative to index: Non-diabetic hypoglycemia,212,2,cdm_premier_covid_v1240
4029464212,condition_era group during day -30 through 0 days relative to index: Hallucinogen mood disorder,212,2,cdm_premier_covid_v1240
4029488212,condition_era group during day -30 through 0 days relative to index: Hepatic encephalopathy,212,2,cdm_premier_covid_v1240
4029490212,condition_era group during day -30 through 0 days relative to index: Abnormal presence of protein,212,2,cdm_premier_covid_v1240
4111798212,condition_era group during day -30 through 0 days relative to index: Neoplasm of digestive organ,212,2,cdm_premier_covid_v1240
4110182212,condition_era group during day -30 through 0 days relative to index: Acute drug-induced interstitial lung disorder,212,2,cdm_premier_covid_v1240
4110186212,"condition_era group during day -30 through 0 days relative to index: Intracerebral hemorrhage, multiple localized",212,2,cdm_premier_covid_v1240
4110189212,condition_era group during day -30 through 0 days relative to index: Cerebral infarct due to thrombosis of precerebral arteries,212,2,cdm_premier_covid_v1240
4110190212,condition_era group during day -30 through 0 days relative to index: Cerebral infarction due to embolism of precerebral arteries,212,2,cdm_premier_covid_v1240
4111565212,condition_era group during day -30 through 0 days relative to index: Disorders of both aortic and tricuspid valves,212,2,cdm_premier_covid_v1240
4111566212,condition_era group during day -30 through 0 days relative to index: Disorders of both mitral and tricuspid valves,212,2,cdm_premier_covid_v1240
4111570212,condition_era group during day -30 through 0 days relative to index: Partial atrioventricular block,212,2,cdm_premier_covid_v1240
4111409212,"condition_era group during day -30 through 0 days relative to index: Aortic incompetence, non-rheumatic",212,2,cdm_premier_covid_v1240
4111412212,"condition_era group during day -30 through 0 days relative to index: Tricuspid incompetence, non-rheumatic",212,2,cdm_premier_covid_v1240
4111413212,"condition_era group during day -30 through 0 days relative to index: Tricuspid stenosis, non-rheumatic",212,2,cdm_premier_covid_v1240
4111414212,condition_era group during day -30 through 0 days relative to index: Non-rheumatic tricuspid valve stenosis with insufficiency,212,2,cdm_premier_covid_v1240
4111416212,"condition_era group during day -30 through 0 days relative to index: Pulmonary incompetence, non-rheumatic",212,2,cdm_premier_covid_v1240
4344027212,condition_era group during day -30 through 0 days relative to index: Soft tissue lesion of knee region,212,2,cdm_premier_covid_v1240
4046205212,condition_era group during day -30 through 0 days relative to index: Discitis,212,2,cdm_premier_covid_v1240
4046211212,condition_era group during day -30 through 0 days relative to index: Cryptogenic generalized epilepsy,212,2,cdm_premier_covid_v1240
4046213212,condition_era group during day -30 through 0 days relative to index: Lennox-Gastaut syndrome,212,2,cdm_premier_covid_v1240
4134162212,condition_era group during day -30 through 0 days relative to index: Subarachnoid hemorrhage due to traumatic injury,212,2,cdm_premier_covid_v1240
4134171212,condition_era group during day -30 through 0 days relative to index: Dislocation of joint of spine,212,2,cdm_premier_covid_v1240
4134172212,condition_era group during day -30 through 0 days relative to index: Anterior dislocation of shoulder joint,212,2,cdm_premier_covid_v1240
4134174212,condition_era group during day -30 through 0 days relative to index: Subluxation of joint,212,2,cdm_premier_covid_v1240
4134175212,condition_era group during day -30 through 0 days relative to index: Subluxation of symphysis pubis,212,2,cdm_premier_covid_v1240
432236212,condition_era group during day -30 through 0 days relative to index: Tuberculosis of peripheral lymph nodes,212,2,cdm_premier_covid_v1240
432251212,condition_era group during day -30 through 0 days relative to index: Disease caused by parasite,212,2,cdm_premier_covid_v1240
432254212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of Waldeyer's ring,212,2,cdm_premier_covid_v1240
432257212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of transverse colon,212,2,cdm_premier_covid_v1240
432263212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of lower inner quadrant of female breast,212,2,cdm_premier_covid_v1240
432282212,condition_era group during day -30 through 0 days relative to index: Sideroblastic anemia,212,2,cdm_premier_covid_v1240
378125212,condition_era group during day -30 through 0 days relative to index: Presenile dementia,212,2,cdm_premier_covid_v1240
378135212,condition_era group during day -30 through 0 days relative to index: Facial nerve disorder,212,2,cdm_premier_covid_v1240
378143212,condition_era group during day -30 through 0 days relative to index: Encephalitis,212,2,cdm_premier_covid_v1240
378165212,condition_era group during day -30 through 0 days relative to index: Nystagmus,212,2,cdm_premier_covid_v1240
378253212,condition_era group during day -30 through 0 days relative to index: Headache,212,2,cdm_premier_covid_v1240
378265212,condition_era group during day -30 through 0 days relative to index: Open fracture of mandible,212,2,cdm_premier_covid_v1240
378414212,condition_era group during day -30 through 0 days relative to index: Retinal detachment,212,2,cdm_premier_covid_v1240
378416212,condition_era group during day -30 through 0 days relative to index: Retinal disorder,212,2,cdm_premier_covid_v1240
378419212,condition_era group during day -30 through 0 days relative to index: Alzheimer's disease,212,2,cdm_premier_covid_v1240
378421212,condition_era group during day -30 through 0 days relative to index: Alcoholic polyneuropathy,212,2,cdm_premier_covid_v1240
378424212,condition_era group during day -30 through 0 days relative to index: Astigmatism,212,2,cdm_premier_covid_v1240
378425212,condition_era group during day -30 through 0 days relative to index: Blepharitis,212,2,cdm_premier_covid_v1240
4077218212,condition_era group during day -30 through 0 days relative to index: Superficial vein thrombosis,212,2,cdm_premier_covid_v1240
4327337212,condition_era group during day -30 through 0 days relative to index: Severe major depression without psychotic features,212,2,cdm_premier_covid_v1240
4327939212,condition_era group during day -30 through 0 days relative to index: Congenital deformity of chest wall,212,2,cdm_premier_covid_v1240
4327957212,condition_era group during day -30 through 0 days relative to index: Polyradiculopathy,212,2,cdm_premier_covid_v1240
443800212,condition_era group during day -30 through 0 days relative to index: Amenorrhea,212,2,cdm_premier_covid_v1240
443957212,condition_era group during day -30 through 0 days relative to index: Congenital anomaly of face bones,212,2,cdm_premier_covid_v1240
443962212,condition_era group during day -30 through 0 days relative to index: Mitral valve regurgitation,212,2,cdm_premier_covid_v1240
4260916212,condition_era group during day -30 through 0 days relative to index: Pain by sensation quality,212,2,cdm_premier_covid_v1240
4261026212,condition_era group during day -30 through 0 days relative to index: Still's disease with juvenile onset and/or adult onset,212,2,cdm_premier_covid_v1240
4261033212,condition_era group during day -30 through 0 days relative to index: Dupuytren's disease,212,2,cdm_premier_covid_v1240
4260193212,condition_era group during day -30 through 0 days relative to index: Benign neoplasm of peripheral nerve,212,2,cdm_premier_covid_v1240
4260205212,condition_era group during day -30 through 0 days relative to index: Hyperpyrexia,212,2,cdm_premier_covid_v1240
4262178212,condition_era group during day -30 through 0 days relative to index: Neurogenic dysfunction of the urinary bladder,212,2,cdm_premier_covid_v1240
4262220212,condition_era group during day -30 through 0 days relative to index: Osteitis of ankle AND/OR foot,212,2,cdm_premier_covid_v1240
4262258212,condition_era group during day -30 through 0 days relative to index: Abscess of penis,212,2,cdm_premier_covid_v1240
4094817212,condition_era group during day -30 through 0 days relative to index: Superficial burn of finger,212,2,cdm_premier_covid_v1240
4094822212,condition_era group during day -30 through 0 days relative to index: Foreign body in respiratory tract,212,2,cdm_premier_covid_v1240
4094856212,condition_era group during day -30 through 0 days relative to index: Malignant tumor of cardia,212,2,cdm_premier_covid_v1240
4094865212,condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of intrahepatic gall duct,212,2,cdm_premier_covid_v1240
4094876212,"condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of lower lobe, bronchus or lung",212,2,cdm_premier_covid_v1240
4096313212,condition_era group during day -30 through 0 days relative to index: Multiple injuries,212,2,cdm_premier_covid_v1240
4096314212,condition_era group during day -30 through 0 days relative to index: Thumb injury,212,2,cdm_premier_covid_v1240
78473212,condition_era group during day -30 through 0 days relative to index: Solitary cyst of breast,212,2,cdm_premier_covid_v1240
78474212,condition_era group during day -30 through 0 days relative to index: Hypertrophy of breast,212,2,cdm_premier_covid_v1240
81106212,condition_era group during day -30 through 0 days relative to index: Acquired genu varum,212,2,cdm_premier_covid_v1240
81141212,condition_era group during day -30 through 0 days relative to index: Closed fracture of ilium,212,2,cdm_premier_covid_v1240
81144212,condition_era group during day -30 through 0 days relative to index: Sprain of medial collateral ligament of knee,212,2,cdm_premier_covid_v1240
74582212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of rectum,212,2,cdm_premier_covid_v1240
74606212,condition_era group during day -30 through 0 days relative to index: Benign neoplasm of bone,212,2,cdm_premier_covid_v1240
74635212,condition_era group during day -30 through 0 days relative to index: Lumbosacral radiculopathy,212,2,cdm_premier_covid_v1240
74719212,condition_era group during day -30 through 0 days relative to index: Ulcer of foot,212,2,cdm_premier_covid_v1240
74723212,condition_era group during day -30 through 0 days relative to index: Arthropathy associated with a neurological disorder,212,2,cdm_premier_covid_v1240
74726212,condition_era group during day -30 through 0 days relative to index: Dislocation of joint,212,2,cdm_premier_covid_v1240
74728212,condition_era group during day -30 through 0 days relative to index: Synovitis and tenosynovitis,212,2,cdm_premier_covid_v1240
74731212,condition_era group during day -30 through 0 days relative to index: Hypertrophic osteoarthropathy,212,2,cdm_premier_covid_v1240
74733212,condition_era group during day -30 through 0 days relative to index: Traumatic dislocation of joint of hand,212,2,cdm_premier_covid_v1240
74739212,condition_era group during day -30 through 0 days relative to index: Osteopathy from poliomyelitis,212,2,cdm_premier_covid_v1240
74768212,condition_era group during day -30 through 0 days relative to index: Closed fracture of triquetral bone of wrist,212,2,cdm_premier_covid_v1240
74786212,condition_era group during day -30 through 0 days relative to index: Internal injury of chest,212,2,cdm_premier_covid_v1240
74816212,condition_era group during day -30 through 0 days relative to index: Contusion of toe,212,2,cdm_premier_covid_v1240
74855212,condition_era group during day -30 through 0 days relative to index: Genital herpes simplex,212,2,cdm_premier_covid_v1240
75004212,condition_era group during day -30 through 0 days relative to index: Frank hematuria,212,2,cdm_premier_covid_v1240
75036212,"condition_era group during day -30 through 0 days relative to index: Localized, primary osteoarthritis of the hand",212,2,cdm_premier_covid_v1240
75043212,condition_era group during day -30 through 0 days relative to index: Hemarthrosis of knee,212,2,cdm_premier_covid_v1240
75047212,condition_era group during day -30 through 0 days relative to index: Dislocation of joint of upper limb,212,2,cdm_premier_covid_v1240
4166144212,condition_era group during day -30 through 0 days relative to index: Abnormal level of blood mineral,212,2,cdm_premier_covid_v1240
4166701212,condition_era group during day -30 through 0 days relative to index: Manic bipolar I disorder in remission,212,2,cdm_premier_covid_v1240
4166902212,condition_era group during day -30 through 0 days relative to index: Scalp laceration,212,2,cdm_premier_covid_v1240
4166903212,condition_era group during day -30 through 0 days relative to index: Open wound of genital organ,212,2,cdm_premier_covid_v1240
4166904212,condition_era group during day -30 through 0 days relative to index: Tendon injury - upper limb,212,2,cdm_premier_covid_v1240
4166906212,condition_era group during day -30 through 0 days relative to index: Superficial injury of finger,212,2,cdm_premier_covid_v1240
4166909212,condition_era group during day -30 through 0 days relative to index: Superficial injury of lower limb,212,2,cdm_premier_covid_v1240
4309350212,condition_era group during day -30 through 0 days relative to index: Fetid chronic bronchitis,212,2,cdm_premier_covid_v1240
4309257212,condition_era group during day -30 through 0 days relative to index: Refractory localization-related epilepsy,212,2,cdm_premier_covid_v1240
4060691212,condition_era group during day -30 through 0 days relative to index: Prem rupture of membranes onset of labor after 24 hours,212,2,cdm_premier_covid_v1240
4006316212,condition_era group during day -30 through 0 days relative to index: Metabolic disorder of transport,212,2,cdm_premier_covid_v1240
4266637212,condition_era group during day -30 through 0 days relative to index: Severe nonproliferative retinopathy without macular edema due to diabetes mellitus,212,2,cdm_premier_covid_v1240
4266653212,condition_era group during day -30 through 0 days relative to index: Hamartoma,212,2,cdm_premier_covid_v1240
4266654212,condition_era group during day -30 through 0 days relative to index: Abrasion and/or friction burn of skin,212,2,cdm_premier_covid_v1240
4266662212,condition_era group during day -30 through 0 days relative to index: Congenital malformation syndrome,212,2,cdm_premier_covid_v1240
200461212,condition_era group during day -30 through 0 days relative to index: Endometriosis of uterus,212,2,cdm_premier_covid_v1240
200470212,condition_era group during day -30 through 0 days relative to index: Varicose veins of vulva AND/OR perineum complicating pregnancy AND/OR puerperium,212,2,cdm_premier_covid_v1240
199064212,condition_era group during day -30 through 0 days relative to index: Chronic vascular insufficiency of intestine,212,2,cdm_premier_covid_v1240
199065212,condition_era group during day -30 through 0 days relative to index: Stricture of ureter,212,2,cdm_premier_covid_v1240
199066212,condition_era group during day -30 through 0 days relative to index: Female digestive-genital tract fistula,212,2,cdm_premier_covid_v1240
200485212,condition_era group during day -30 through 0 days relative to index: Pressure ulcer of buttock,212,2,cdm_premier_covid_v1240
199067212,condition_era group during day -30 through 0 days relative to index: Female pelvic inflammatory disease,212,2,cdm_premier_covid_v1240
200527212,condition_era group during day -30 through 0 days relative to index: Splenomegaly,212,2,cdm_premier_covid_v1240
200528212,condition_era group during day -30 through 0 days relative to index: Ascites,212,2,cdm_premier_covid_v1240
199073212,condition_era group during day -30 through 0 days relative to index: Iliopsoas abscess,212,2,cdm_premier_covid_v1240
199074212,condition_era group during day -30 through 0 days relative to index: Acute pancreatitis,212,2,cdm_premier_covid_v1240
199075212,condition_era group during day -30 through 0 days relative to index: Neurogenic bladder,212,2,cdm_premier_covid_v1240
199076212,condition_era group during day -30 through 0 days relative to index: Tubal pregnancy,212,2,cdm_premier_covid_v1240
75065212,condition_era group during day -30 through 0 days relative to index: Acquired deformity of spine,212,2,cdm_premier_covid_v1240
75091212,condition_era group during day -30 through 0 days relative to index: Closed fracture of carpal bone,212,2,cdm_premier_covid_v1240
75095212,condition_era group during day -30 through 0 days relative to index: Closed fracture of ankle,212,2,cdm_premier_covid_v1240
75121212,condition_era group during day -30 through 0 days relative to index: Burn of lower leg,212,2,cdm_premier_covid_v1240
75344212,condition_era group during day -30 through 0 days relative to index: Intervertebral disc disorder,212,2,cdm_premier_covid_v1240
75345212,condition_era group during day -30 through 0 days relative to index: Hemarthrosis of shoulder region,212,2,cdm_premier_covid_v1240
75346212,condition_era group during day -30 through 0 days relative to index: Derangement of meniscus,212,2,cdm_premier_covid_v1240
75347212,condition_era group during day -30 through 0 days relative to index: Spinal enthesopathy,212,2,cdm_premier_covid_v1240
75354212,condition_era group during day -30 through 0 days relative to index: Osteochondropathy,212,2,cdm_premier_covid_v1240
72404212,condition_era group during day -30 through 0 days relative to index: Joint stiffness,212,2,cdm_premier_covid_v1240
72405212,condition_era group during day -30 through 0 days relative to index: Degenerative joint disease of shoulder region,212,2,cdm_premier_covid_v1240
4025937212,condition_era group during day -30 through 0 days relative to index: Pressure ulcer of head,212,2,cdm_premier_covid_v1240
4025938212,condition_era group during day -30 through 0 days relative to index: Pressure ulcer of sacral region,212,2,cdm_premier_covid_v1240
4027461212,condition_era group during day -30 through 0 days relative to index: Leukoencephalopathy,212,2,cdm_premier_covid_v1240
4235863212,condition_era group during day -30 through 0 days relative to index: Spinal cord injury,212,2,cdm_premier_covid_v1240
4235891212,condition_era group during day -30 through 0 days relative to index: Burning sensation,212,2,cdm_premier_covid_v1240
4024361212,condition_era group during day -30 through 0 days relative to index: Paralysis of glottis,212,2,cdm_premier_covid_v1240
4023161212,condition_era group during day -30 through 0 days relative to index: Social discord,212,2,cdm_premier_covid_v1240
4022817212,condition_era group during day -30 through 0 days relative to index: Disease due to Cryptosporidiidae,212,2,cdm_premier_covid_v1240
4159691212,condition_era group during day -30 through 0 days relative to index: Poisoning by anti-psychotic agent,212,2,cdm_premier_covid_v1240
4159739212,condition_era group during day -30 through 0 days relative to index: Arthritis of knee,212,2,cdm_premier_covid_v1240
4159742212,condition_era group during day -30 through 0 days relative to index: Diabetic foot ulcer,212,2,cdm_premier_covid_v1240
